labels,text_en,translated_de
ham,"Sounds good, keep me posted","Klingt gut, halten Sie mich auf dem Laufenden"
spam,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.","Erhalten Sie ein brandneues Mobiltelefon, indem Sie ein Agent von The Mob sind! Plus viele weitere Goodies! Für weitere Informationen senden Sie einfach den Text MAT an die 87021."
ham,"Ok. So april. Cant wait","Ok. So April. Kann es kaum erwarten."
ham,"Boy you best get yo ass out here quick","Junge, du solltest besser schnell deinen Hintern hierher bringen."
ham,"Ay wana meet on sat?ü wkg on sat?","Möchtest du dich am Samstag treffen? Arbeitest du am Samstag?"
ham,"I'm now but have to wait till 2 for the bus to pick me.","Ich bin jetzt da, muss aber bis 2 Uhr auf den Bus warten, der mich abholt."
ham,"Apart from the one i told you about yesterday?","Abgesehen von dem, über den ich dir gestern erzählt habe?"
ham,"Ok lor... But buy wat?","Ok, aber was kaufen?"
ham,"Somebody should go to andros and steal ice","Jemand sollte nach Andros gehen und Eis stehlen."
ham,"Don know. I did't msg him recently.","Ich weiß es nicht. Ich habe ihn in letzter Zeit nicht angeschrieben."
ham,"Take us out shopping and Mark will distract Isaiah.=D","Nehmen Sie uns zum Einkaufen mit und Mark wird Isaiah ablenken.=D"
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","Mama, ich hoffe, du hast einen tollen Tag. Ich hoffe, dieser Text erreicht dich gut und voller Leben. Hab einen schönen Tag. Abiola."
ham,"There is no sense in my foot and penis.","Es gibt keinen Sinn in meinem Fuß und Penis."
ham,"Okay but i thought you were the expert","In Ordnung, aber ich dachte, du wärst der Experte."
ham,"*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?","*tiefes Seufzen* ... ich vermisse dich :-( ... Ich bin wirklich überrascht, dass du noch nicht ins Internetcafé gegangen bist, um mich zu erreichen ... vermisst du mich nicht?"
ham,"S.s:)i thinl role is like sachin.just standing. Others have to hit.","S.s:)Ich glaube, die Rolle ist wie bei Sachin. Einfach stehen und andere müssen treffen."
ham,"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola","Haben Sie eine tolle Reise nach Indien. Und bringen Sie nicht nur mit dem Projekt, sondern mit jedem, der das Glück hat, Sie lächeln zu sehen, Licht. Tschüss. Abiola."
ham,"And very importantly, all we discuss is between u and i only.","Und ganz wichtig, alles, was wir besprechen, bleibt nur zwischen dir und mir."
ham,"K..k:)how about your training process?","K..k:) wie läuft dein Training ab?"
ham,"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?","OK, liebe. Muss kurz nach Toa Payoh gehen, um etwas zurückzugeben. Möchtest du mir dort etwas schicken oder so?"
ham,"In da car park","Im Parkplatz."
ham,"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...","Ich wünschte, ich wäre bei dir. Dich festhaltend. Dir zeigend, wie wichtig du bist. Wie viel du mir bedeutest ... Wie sehr ich dich brauche ... In meinem Leben ..."
ham,"So i asked how's anthony. Dad. And your bf","So habe ich gefragt, wie es Anthony geht. Papa. Und dein Freund."
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).","Immer wenn ich mich in meine Bücher verlieben will, verliebt sich mein Bett in mich..!'' . Wenn das passiert, ist es wichtig, sich selbst nicht zu vernachlässigen....!! :) Schönen Abend B-)." 
ham,"What Today-sunday..sunday is holiday..so no work..","Was heute-Sonntag ist.. Sonntag ist ein Feiertag.. also keine Arbeit.."
ham,"Am going to take bath ill place the key in window:-)","Ich werde baden gehen, ich lege den Schlüssel ins Fenster :-)"
spam,"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts","LORD OF THE RINGS: RETURN OF THE KING ist jetzt im Laden! ANTWORTE LOTR bis zum 2. Juni für die Chance, LOTR-Soundtrack-CDs zu gewinnen. StdTxtRate. Antwort STOP, um Textnachrichten zu beenden."
ham,"Dear, take care. I am just reaching home.love u a lot.","Liebling, pass auf dich auf. Ich bin gerade nach Hause gekommen. Hab dich lieb."
ham,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323","staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323"
ham,"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...","Hast du ausgewandert oder so? Ok, vielleicht war 5.30 ein bisschen optimistisch..."
ham,"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.","Olol Ich habe einen Forumsbeitrag von einem Typen ausgedruckt, der genau dasselbe Problem hatte, das durch den Austausch der GPU behoben wurde. Hoffentlich ignorieren sie das nicht."
ham,"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;","Wir gingen von meiner Mutter. Gleich am Stagwood Pass rechts, gleich am Winterstone, links auf Victors Hill. Die Adresse ist &lt;#&gt;."
ham,"Yo, you at jp and hungry like a mofo?","Yo, bist du bei JP und hungrig wie ein Verrückter?"
ham,"This is all just creepy and crazy to me.","Das ist alles einfach gruselig und verrückt für mich."
ham,"Ok... I din get ur msg...","Ok... Ich habe deine Nachricht nicht erhalten..."
ham,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas","Tessy..bitte tu mir einen Gefallen. Bitte übermittel meine Geburtstagswünsche an Nimya..bitte vergiss es nicht. Heute ist ihr Geburtstag Shijas."
ham,"Pathaya enketa maraikara pa'","Pathaya enketa maraikara pa'"
ham,"Even if he my friend he is a priest call him now","Auch wenn er mein Freund ist, ist er ein Priester, rufe ihn jetzt an."
ham,"U so lousy, run already come back then half dead... Hee...","Du bist so schlecht, renn schon zurück bevor du halbtot bist... Hee..."
ham,"That's y i said it's bad dat all e gals know u... Wat u doing now?","Das ist der Grund, warum ich gesagt habe, dass es schlecht ist, dass alle Mädchen dich kennen... Was machst du gerade?"
ham,"Or remind me in a few hrs.","Erinnern Sie mich in ein paar Stunden."
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.","Ich hatte gehofft, dass ich Ihnen diese Nachricht nicht senden müsste. Meine Miete ist fällig und ich habe nicht genug dafür. Meine Reserven sind komplett aufgebraucht. Ich benötige ein Darlehen und hoffte, dass Sie mir helfen könnten. Der Betrag beträgt &lt;#&gt;. Gibt es eine Möglichkeit, dass ich das von Ihnen bekommen könnte, bis Mitte März, wenn ich hoffe zurückzuzahlen."
ham,"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks","Hallo. Frohes Neues Jahr. Ich möchte nicht aufdringlich sein, aber könntest du mir bitte mitteilen, wie viel Studiengebühren du im letzten Semester bezahlt hast und wie viel es dieses Semester sein wird? Danke"
ham,"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?","Hallo Liebling, wie geht es dir? Hier ist übrigens. Mir geht es gut. Ich war bisher schon auf 2 Dates mit dem Typen, den ich bei Walkabout getroffen habe. Wir müssen uns bald treffen. Wie geht es allen anderen?"
ham,"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.","Lol, ich wollte das letzten Monat machen. Ich habe einige eingelöst, aber ich habe <#> zur Sicherheit gelassen. Ich habe während der Woche mehr gesammelt, weil sie es im Blog angekündigt haben."
spam,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412","Viel Glück! Die Ziehung findet am 28. Februar 06 statt. Viel Glück! Für die Löschung senden Sie STOP an 87239 Kundendienst 08708034412."
ham,"Just haven't decided where yet eh ?","Einfach noch nicht entschieden, wo noch, was?"
ham,"Yes watching footie but worried we're going to blow it - Phil Neville?","Ja, wir schauen uns Fußball an, aber ich mache mir Sorgen, dass wir es vermasseln werden - Phil Neville?"
ham,"I wait 4 ü inside da car park...","Ich warte auf dich im Parkhaus..."
ham,"Uncle Abbey! Happy New Year. Abiola","Onkel Abbey! Frohes Neues Jahr. Abiola."
ham,"Now am free call me pa.","Jetzt bin ich frei, ruf mich an, Papa."
ham,"R u saying i should re order the slippers cos i had to pay for returning it.","Sagst du, dass ich die Hausschuhe neu bestellen soll, weil ich für die Rücksendung zahlen musste?"
ham,"Stop knowing me so well!","Stop, mich so gut zu kennen!"
ham,"Good evening! this is roger. How are you?","Guten Abend! Hier spricht Roger. Wie geht es dir?"
ham,"Small problem in auction:)punj now asking tiwary","Kleines Problem bei der Auktion: Punj fragt jetzt nach Tiwary."
spam,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+","Kostenlose Teilnahme an einem wöchentlichen Wettbewerb mit der Chance, einen iPod zu gewinnen. Senden Sie POD an 80182, um teilzunehmen (Standard-SMS-Gebühr). Es gelten Geschäftsbedingungen. Rufen Sie 08452810073 für Details an. Ab 18 Jahren."
ham,"He telling not to tell any one. If so treat for me hi hi hi","Er sagt, dass niemandem etwas gesagt werden soll. Wenn ja, dann belohne mich hi hi hi."
ham,"My uncles in Atlanta. Wish you guys a great semester.","Meine Onkel sind in Atlanta. Wünschen euch einen tollen Semester."
spam,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+","1. Woche KOSTENLOS! Tolle Klingeltöne direkt zu Ihnen jede Woche. Senden Sie NOKIA ON an 8007 für klassische Nokia-Klingeltöne oder HIT ON an 8007 für Polyphone. Nokia /150p Poly /200p 16+"
ham,"U coming 2 pick me?","Kommst du mich abholen?"
ham,"Thats cool. i liked your photos. You are very sexy!","Das ist cool. Mir haben deine Fotos gefallen. Du bist sehr sexy!"
ham,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked","Können Sie es verdammt noch mal glauben, sie wussten nicht, dass ich den Donnerstag bereits vorgebucht hatte, also haben sie mich ERNEUT abgesagt! Er/Sie/Es muss gefeuert werden."
ham,"Haha better late than ever, any way I could swing by?","Haha, besser spät als nie, könnte ich trotzdem vorbeikommen?"
ham,"Ok. But i finish at 6.","Ok. Aber ich bin um 6 fertig."
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.","LookAtMe!: Vielen Dank für Ihren Kauf eines Videoclips von LookAtMe!, Ihnen wurden 35 Cent berechnet. Denken Sie, dass Sie es besser machen können? Warum senden Sie nicht ein Video in einem MMS an die 32323."
ham,"I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!","Ich wurde lebenslang von allen B und Q Geschäften ausgesperrt!? Dieser Idiot in orangefarbenen Latzhosen kam auf mich zu und fragte, ob ich Decking haben möchte? Also habe ich den ersten Schlag gelandet!!"
ham,"So no messages. Had food?","So keine Nachrichten. Hast du gegessen?"
ham,"Ok going to sleep. Hope i can meet her.","Ok, ich gehe schlafen. Hoffentlich kann ich sie treffen."
ham,"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!","Was manche Menschen kostbarer macht, ist nicht nur das Glück, das du fühlst, wenn du sie triffst, sondern der Schmerz, den du fühlst, wenn du sie vermisst!!!"
ham,"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks","Kannst du mir die Details für Freitag mitteilen, wenn du sie herausfindest, weil ich morgen und Freitag nicht da bin. Erwähnte chinesisch. Danke."
ham,"You're right I have now that I think about it","Du hast recht, wenn ich jetzt darüber nachdenke."
ham,"Wat r u doing now?","Was machst du jetzt?"
ham,"Is ur lecture over?","Ist deine Vorlesung vorbei?"
spam,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP","Übersetzung ins Deutsch: Sexy, sexy cum und schreib mir, ich bin feucht und warm und bereit für etwas Porno! Bist du bereit für Spaß? DIESE NACHRICHT IST KOSTENLOS. EMPFANGENE NACHRICHTEN 150P INKLUSIVE MEHRWERTSTEUER. ZUM STOPPEN TEXT STOP."
ham,"Customer place i will call you","Kunde Platz, ich werde dich anrufen. "
ham,"Not planned yet :)going to join company on jan 5 only.don know what will happen after that.","Noch nicht geplant :) Wird erst am 5. Januar der Firma beitreten. Weiß nicht, was danach passieren wird."
ham,"Haha I heard that, text me when you're around","Haha, ich habe das gehört, schreib mir, wenn du in der Nähe bist."
ham,"I.ll get there tomorrow and send it to you","Ich werde morgen dort ankommen und es dir zusenden."
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...","Scheiße Babe.. Das ist etwas durcheinander. Ja, sie hätte es dir sagen sollen. Wusste deine Oma Bescheid? Wie auch immer, ich werde morgen mit dir sprechen, wenn ich nicht schlafe..."
ham,"Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night","Oh, das ist spät! Nun, eine gute Nacht und ich werde dich morgen anrufen. Ich gehe jetzt schlafen, gute Nacht."
ham,"CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.","PROST DU TEXEN MICH DU WAREN LANGWEILIG! JA OKDEN SCHATZ R UIN WK SAT? KLANGWIE DU HAST VIELSPAß J! HALT UPDAT COUNTIN VIELE LIEBEMIR XXXXX."
ham,"Sorry,  in meeting I'll call you later","Entschuldigung, ich werde dich später anrufen, da ich momentan in einem Meeting bin."
ham,"Yo! Howz u? girls never rang after india. L","Yo! Wie geht's dir? Die Mädchen haben nie nach Indien angerufen. L"
ham,"Yeah but which is worse for i","Ja, aber was ist schlimmer für mich?"
spam,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX","Harter LIVE 121-Chat nur 60p/Min. Wähle dein Mädchen und verbinde dich LIVE. Ruf jetzt die 09094646899 an! Günstiger Chat, der größte Live-Service in Großbritannien. VU BCM1896WC1N3XX"
ham,"I tagged MY friends that you seemed to count as YOUR friends.","Ich habe MEINE Freunde markiert, die du anscheinend als DEINE Freunde betrachtest."
spam,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx","Nichts mehr von U4 gehört. Ruf zur unanständigen privaten Chatlinie 01223585334 an, um zu kommen. Willst du Bilder von mir sehen, wie ich genagelt werde, dann schicke PIX an 8552. Zum Beenden sende STOP an 8552. SAM xxx"
ham,"Ok...","Ok..."
ham,"Long time. You remember me today.","Lange Zeit. Du erinnerst dich heute an mich." 
ham,"Havent shopping now lor i juz arrive only","Habe jetzt noch nicht eingekauft. Bin gerade erst angekommen."
ham,"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE","Danke. ES IST BESSER, DASS ES FUNKTIONIERT, DENN SONST FÜHLE ICH MICH AUSGENUTZT."
ham,"Are you up for the challenge? I know i am :)","Bist du bereit für die Herausforderung? Ich weiß, dass ich es bin :)"
ham,"How much did ur hdd casing cost.","Wie viel hat Ihr Festplattengehäuse gekostet?"
ham,"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie","Mystery gelöst! Ich habe gerade meine E-Mail geöffnet und er hat mir eine neue Ladung geschickt! Ist er nicht ein Süßer?"
ham,"I can't describe how lucky you are that I'm actually awake by noon","Ich kann nicht beschreiben, wie glücklich du bist, dass ich tatsächlich bis zum Mittag wach bin."
spam,"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm","Dies ist das 2. Mal, dass wir versucht haben, Sie zu kontaktieren. Sie haben den Preis von £1450 gewonnen. Um ihn zu beanspruchen, rufen Sie einfach 09053750005 vor dem 31.03.03 an. AGB/Stop SMS 08718725756. 140ppm."
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","HEUTE ist Tag des Bedauerns.! Wenn ich jemals wütend auf dich war, wenn ich jemals ungezogen war oder dich verletzt habe? Bitte, bitte SCHLÄG DICH SELBST einfach, denn es ist deine Schuld, ich bin im Grunde GUT."
ham,"Cheers for the card ... Is it that time of year already?","Danke für die Karte ... Ist es schon wieder diese Jahreszeit?"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","HEIßE LIVE-FANTASIEN rufen Sie jetzt an 08707509020 Nur 20 Cent pro Minute NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","Wenn Menschen meine Nachrichten sehen, denken sie, dass ich süchtig nach Nachrichten bin... Sie liegen falsch, denn sie wissen nicht, dass ich süchtig nach meinen lieben Freunden bin..!! BSLVYL"
ham,"Ugh hopefully the asus ppl dont randomly do a reformat.","Hoffentlich machen die Leute von Asus nicht einfach so eine Neuformatierung."
ham,"Haven't seen my facebook, huh? Lol!","Habe meinen Facebook nicht gesehen, oder? Lol!"
ham,"Mah b, I'll pick it up tomorrow","Mah b, ich hol es morgen ab"
ham,"Still otside le..u come 2morrow maga..","Original: Still otside le..u come 2morrow maga..
Immer noch draußen Le.. Du kommst morgen, Maga.."
ham,"Do u still have plumbers tape and a wrench we could borrow?","Hast du immer noch Gewindedichtband und einen Schraubenschlüssel, die wir leihen könnten?"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.","Lieber Gutscheininhaber, Um das Angebot dieser Woche in Anspruch nehmen zu können, besuchen Sie bitte http://www.e-tlp.co.uk/reward auf Ihrem PC. Es gelten die allgemeinen Geschäftsbedingungen."
ham,"It vl bcum more difficult..","Es wird schwieriger werden."
spam,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117","Du gehst auf die Bahamas! Rufen Sie die kostenlose Hotline 08081560665 an und sprechen Sie mit einem Live-Operator, um entweder eine Bahamas-Kreuzfahrt oder £2000 Bargeld zu beanspruchen. Nur für über 18-Jährige. Um sich abzumelden, senden Sie eine SMS mit X an 07786200117."
ham,"Havent still waitin as usual... Ü come back sch oredi?","Ist immer noch und wie üblich am Warten... Bist du schon zurückgekommen?"
ham,"In meeting da. I will call you","Im Meeting. Ich werde dich anrufen."
ham,"K k :-):-) then watch some films.","K k :-):-) dann schaue einige Filme."
ham,"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.","Lockt Kino plus Drink morgen? * Ein französischer Thriller von einem Regisseur, den ich mag, läuft im Mac um 20.30 Uhr."
ham,"There the size of elephant tablets & u shove um up ur ass!!","Dort gibt es die Größe von Elefantenpillen und du steckst sie dir in den Hintern!!"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da","So viele Leute scheinen auf den ersten Blick besonders zu sein, aber nur sehr wenige werden bis zum letzten Blick besonders für dich bleiben. Halte sie bis zum Ende deines Lebens aufrecht. Nimm sie gut auf."
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","Meine Eltern, meine Kinder, meine Freunde und meine Kollegen. Alle schreien.. ÜBERRASCHUNG!! und ich wartete auf dem Sofa.. ... ..... ' NACKT...!"
ham,"Good morning pookie pie! Lol hope I didn't wake u up","Guten Morgen, Schätzchen! Lol ich hoffe, ich habe dich nicht geweckt"
ham,"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.","Vielleicht, wenn du vor verdammt nochmal 3 Uhr aufwachen würdest, wäre das kein Problem."
ham,"Happy birthday to you....dear.with lots of love.rakhesh NRI","Translation from English to German:
Alles Gute zum Geburtstag für dich... lieber... mit viel Liebe. Rakhesh NRI"
ham,"Howz that persons story","Wie ist die Geschichte dieser Person?"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","Dies ist das 2. Mal, dass wir versucht haben, dich zu kontaktieren. Du hast den 750-Pfund-Preis gewonnen. Die Beantragung ist einfach, ruf jetzt 08712101358 an! Nur 10 Pence pro Minute. BT-Nationaltarif."
ham,"X2  &lt;#&gt; . Are you going to get that","&lt;#&gt;. Wirst du das bekommen?"
ham,"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning","Hallo, mach dir keine Sorgen um die Wahrheit, denn die Wahrheit wird mich zu deinem Herzen führen. Es ist das Mindeste, was eine einzigartige Person wie du verdient. Schlaf gut oder Guten Morgen."
spam,"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub","Sie haben eine Städtereise gewonnen und könnten einen £200 Sommer-Einkaufsbummel pro Woche GEWINNEN. Texten Sie STORE an die 88039. SkilGme. Geschäftsbedingungen 087147403231. Gewinnen Sie jede Woche! Ab 16 Jahren. £1,50 pro Woche Abonnement."
ham,"Is ur paper today in e morn or aft?","Ist dein Termin heute morgen oder nachmittags?"
ham,"I will lick up every drop :) are you ready to use your mouth as well?","Ich werde jeden Tropfen auflecken :) Bist du bereit, deinen Mund auch zu benutzen?"
ham,"And you! Will expect you whenever you text! Hope all goes well tomo","Und du! Ich werde dich erwarten, sobald du schreibst! Hoffe, alles läuft morgen gut."
ham,"Great. P diddy is my neighbor and comes for toothpaste every morning","Großartig. P Diddy ist mein Nachbar und kommt jeden Morgen für Zahnpasta."
ham,"I av a new number,  . Wil u only use this one,ta.","Ich habe eine neue Nummer. Benutzen Sie bitte nur diese. Danke."
ham,"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.","So jeden Tag Mann zu stecken, dass sie dich in Kanada lehren, oder! Wie geht es dir? Sag einfach hallo."
ham,"7 lor... Change 2 suntec... Wat time u coming?","7 Lor... Änderung von 2 Suntec... Wann kommst du?"
ham,"No de.am seeing in online shop so that i asked.","Ich sehe es nicht im Online-Shop, deshalb habe ich nachgefragt."
ham,"Just curious because my cuz asked what I was up to","Nur neugierig, weil mein Cousin gefragt hat, was ich gerade mache."
ham,"Nice.nice.how is it working?","Schön. Schön. Wie läuft es?"
ham,"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?","Okay... Wah... so definitiv lassen sie uns nicht gehen... Haha... Was haben sie in den Geschäftsbedingungen gesagt?"
ham,"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again","Haha... Ja, hoffentlich verlieren wir bis Montag ein paar Kilogramm. Nach dem Hip-Hop können wir zum Orchard gehen und uns noch einmal wiegen."
ham,"She's good. How are you. Where r u working now","Sie ist gut. Wie geht es dir? Wo arbeitest du jetzt?"
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home","Oh ja, mir ging es in letzter Zeit etwas schlecht, also habe ich mich irgendwie zu Hause verkrochen."
ham,"At home also.","Zu Hause auch."
ham,"This phone has the weirdest auto correct.","Dieses Telefon hat die seltsamste automatische Korrektur."
ham,"Oops my phone died and I didn't even know. Yeah I like it better.","Oops, mein Handy ist ausgegangen und ich habe es nicht einmal bemerkt. Ja, ich mag es lieber."
ham,"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?","Havent mus fragen, ob du zuerst fragen kannst. Wenn du dich zum Mittagessen triffst, kannst du dich schon mit ihm treffen. Oder willst du zuerst den Ge fragen und dann sofort mit mir bestätigen?"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx","OH JA, UND HAB EINE TOLLE ZEIT IN NEWQUAY - SCHICK MIR EINE POSTKARTE! PASS AUF ALLE MÄDCHEN AUF, WÄHREND ICH WEG BIN (DU KENNST DIE, VON DENEN ICH SPRECHE!) xx"
ham,"We got a divorce. Lol. She.s here","Wir haben uns scheiden lassen. Lol. Sie ist hier."
ham,"What's ur pin?","Was ist deine Geheimnummer?"
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?","Liebling, hast du genug Geld, um Brot und Milch zu kaufen? Und ich gebe es dir zurück, wenn du nach Hause kommst?"
ham,"I want snow. It's just freezing and windy.","Ich möchte Schnee. Es ist einfach nur eiskalt und windig."
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only","DRINGEND! Wir versuchen, Sie zu kontaktieren. Die heutige Ziehung zeigt, dass Sie einen garantierten Preis von £2000 gewonnen haben. Rufen Sie 09066358361 von einem Festnetztelefon aus an. Beanspruchen Sie Y87. Nur 12 Stunden gültig."
ham,"Come to mahal bus stop.. &lt;DECIMAL&gt;","Kommen Sie zur Bushaltestelle Mahal.. &lt;DEZIMAL&gt;"
ham,"Don know:)this week i'm going to tirunelvai da.","Ich weiß nicht:) Diese Woche gehe ich nach Tirunelvai da."
ham,"Me too baby! I promise to treat you well! I bet you will take good care of me...","Ich auch Baby! Ich verspreche, dich gut zu behandeln! Ich wette, du wirst gut auf mich aufpassen..."
ham,"Its like that hotel dusk game i think. You solve puzzles in a area thing","Es ist wie dieses Hotel Dusk Spiel, glaube ich. Du löst Rätsel in einem Gebietsding."
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Vielen Dank für Ihre Klingeltonbestellung, Referenznummer X29. Ihrem Mobiltelefon werden 4,50 € berechnet. Sollte Ihr Rufton nicht ankommen, rufen Sie bitte den Kundendienst unter 09065989180 an."
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !","Hallo, meine Liebe! Wie läuft dein Tag? Verdammt, heute Morgen bin ich aufgewacht und habe mein Handy auf dem Weg die Treppe hinunter fallen lassen, aber es scheint in Ordnung zu sein ... *puh* Ich vermisse dich!"
ham,"Well that must be a pain to catch","Das muss eine Qual sein, das zu fangen."
ham,"Sorry da thangam.it's my mistake.","Entschuldigung, da thangam. Es war mein Fehler."
ham,"I need... Coz i never go before","Ich brauche das... Weil ich noch nie zuvor gegangen bin."
